Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
01/02/2018,51,5,-7.7999999999999998,65,2.2999999999999998,1737,-13.199999999999999,0,0,1.6000000000000001,Winter,No Holiday,Yes
01/02/2018,95,6,-8.0999999999999996,59,0.69999999999999996,1915,-14.699999999999999,0,0,1.6000000000000001,Winter,No Holiday,Yes
01/02/2018,244,7,-8.6999999999999993,64,0.5,1972,-14.199999999999999,0,0,1.6000000000000001,Winter,No Holiday,Yes
01/02/2018,459,8,-8.5999999999999996,59,1,1948,-15.1,0.01,0,1.6000000000000001,Winter,No Holiday,Yes
01/02/2018,259,9,-7.9000000000000004,50,0.59999999999999998,1805,-16.5,0.23000000000000001,0,1.6000000000000001,Winter,No Holiday,Yes
01/02/2018,168,10,-5,41,0.5,1799,-16.199999999999999,0.64000000000000001,0,1.5,Winter,No Holiday,Yes
01/02/2018,194,11,-2.6000000000000001,33,1.5,1830,-16.600000000000001,0.94999999999999996,0,1.3999999999999999,Winter,No Holiday,Yes
01/02/2018,240,12,-1.1000000000000001,31,1.3,1869,-16.100000000000001,1.2,0,1.3,Winter,No Holiday,Yes
01/02/2018,233,13,0.29999999999999999,28,3.1000000000000001,1988,-16.100000000000001,1.3,0,1,Winter,No Holiday,Yes
01/02/2018,256,14,0.80000000000000004,23,3.2000000000000002,2000,-18,1.29,0,0.5,Winter,No Holiday,Yes
01/02/2018,293,15,0.69999999999999996,25,3,1987,-17.100000000000001,1.1200000000000001,0,0,Winter,No Holiday,Yes
01/02/2018,268,16,1.1000000000000001,26,2.1000000000000001,1957,-16.300000000000001,0.81999999999999995,0,0,Winter,No Holiday,Yes
01/02/2018,341,17,0.29999999999999999,26,2.3999999999999999,1977,-17,0.45000000000000001,0,0,Winter,No Holiday,Yes
01/02/2018,542,18,-1,28,1.8999999999999999,2000,-17.199999999999999,0.080000000000000002,0,0,Winter,No Holiday,Yes
01/02/2018,344,19,-1.8,32,1.5,2000,-16.300000000000001,0,0,0,Winter,No Holiday,Yes
01/02/2018,263,20,-2.3999999999999999,36,1,2000,-15.4,0,0,0,Winter,No Holiday,Yes
01/02/2018,257,21,-3.2000000000000002,47,1.8,1917,-12.9,0,0,0,Winter,No Holiday,Yes
01/02/2018,235,22,-3.8999999999999999,52,1.2,1871,-12.300000000000001,0,0,0,Winter,No Holiday,Yes
01/02/2018,143,23,-4.5,55,0.40000000000000002,1908,-12.1,0,0,0,Winter,No Holiday,Yes
02/02/2018,138,0,-4.9000000000000004,56,1.1000000000000001,1982,-12.300000000000001,0,0,0,Winter,No Holiday,Yes
02/02/2018,159,1,-5.2000000000000002,56,0.90000000000000002,1973,-12.6,0,0,0,Winter,No Holiday,Yes
02/02/2018,102,2,-5.7000000000000002,59,0.29999999999999999,1951,-12.4,0,0,0,Winter,No Holiday,Yes
02/02/2018,65,3,-6.2999999999999998,63,0.90000000000000002,1425,-12.199999999999999,0,0,0,Winter,No Holiday,Yes
02/02/2018,47,4,-6.7000000000000002,65,1.1000000000000001,1705,-12.1,0,0,0,Winter,No Holiday,Yes
02/02/2018,48,5,-6.7999999999999998,61,0.20000000000000001,1724,-13,0,0,0,Winter,No Holiday,Yes
02/02/2018,115,6,-7,62,1.3,1830,-13,0,0,0,Winter,No Holiday,Yes
02/02/2018,267,7,-7.4000000000000004,62,1.5,1909,-13.4,0,0,0,Winter,No Holiday,Yes
02/02/2018,558,8,-7.4000000000000004,58,2.2000000000000002,1882,-14.199999999999999,0.01,0,0,Winter,No Holiday,Yes
02/02/2018,280,9,-6.5,54,1.2,1541,-14.199999999999999,0.22,0,0,Winter,No Holiday,Yes
02/02/2018,187,10,-4.0999999999999996,43,1.2,1187,-14.800000000000001,0.58999999999999997,0,0,Winter,No Holiday,Yes
02/02/2018,234,11,-1.3999999999999999,37,1,1317,-14.199999999999999,0.91000000000000003,0,0,Winter,No Holiday,Yes
02/02/2018,303,12,0.90000000000000002,37,1.5,1283,-12.1,1.1200000000000001,0,0,Winter,No Holiday,Yes
02/02/2018,294,13,1.6000000000000001,29,2.2000000000000002,1662,-14.5,1.2,0,0,Winter,No Holiday,Yes
02/02/2018,293,14,3.2000000000000002,26,2.2000000000000002,1499,-14.5,1.1599999999999999,0,0,Winter,No Holiday,Yes
02/02/2018,310,15,3.6000000000000001,26,2.3999999999999999,1687,-14.1,0.98999999999999999,0,0,Winter,No Holiday,Yes
02/02/2018,330,16,2.8999999999999999,26,3,1968,-14.699999999999999,0.68999999999999995,0,0,Winter,No Holiday,Yes
02/02/2018,382,17,2,25,2.2999999999999998,1998,-16,0.34000000000000002,0,0,Winter,No Holiday,Yes
02/02/2018,592,18,0.5,37,3,1733,-12.5,0.059999999999999998,0,0,Winter,No Holiday,Yes
02/02/2018,379,19,-0.5,43,2.5,1666,-11.5,0,0,0,Winter,No Holiday,Yes
02/02/2018,241,20,-1.3,51,2.3999999999999999,1481,-10.1,0,0,0,Winter,No Holiday,Yes
02/02/2018,225,21,-2,61,1.7,1655,-8.5,0,0,0,Winter,No Holiday,Yes
02/02/2018,227,22,-2.3999999999999999,63,1.3,1523,-8.4000000000000004,0,0,0,Winter,No Holiday,Yes
02/02/2018,178,23,-2.6000000000000001,69,2,1434,-7.5,0,0,0,Winter,No Holiday,Yes
03/02/2018,182,0,-2.5,69,2.2000000000000002,1366,-7.4000000000000004,0,0,0,Winter,No Holiday,Yes
03/02/2018,184,1,-2.2999999999999998,71,3.2000000000000002,1078,-6.7999999999999998,0,0,0,Winter,No Holiday,Yes
03/02/2018,123,2,-3.3999999999999999,82,4.2000000000000002,184,-6,0,0,0,Winter,No Holiday,Yes
03/02/2018,60,3,-4.4000000000000004,80,4.2999999999999998,346,-7.2999999999999998,0,0.10000000000000001,0.10000000000000001,Winter,No Holiday,Yes
03/02/2018,35,4,-5.5999999999999996,74,4,387,-9.5,0,0,0.20000000000000001,Winter,No Holiday,Yes
03/02/2018,31,5,-6.2999999999999998,65,3.8999999999999999,1521,-11.800000000000001,0,0,0.29999999999999999,Winter,No Holiday,Yes
03/02/2018,33,6,-7.7999999999999998,57,4.7999999999999998,1867,-14.800000000000001,0,0.40000000000000002,0.29999999999999999,Winter,No Holiday,Yes
03/02/2018,67,7,-8.8000000000000007,58,4,1942,-15.5,0,0,0.29999999999999999,Winter,No Holiday,Yes
03/02/2018,116,8,-9.5,56,3.5,1979,-16.600000000000001,0.01,0,0.29999999999999999,Winter,No Holiday,Yes
03/02/2018,168,9,-9.4000000000000004,47,3.2999999999999998,1995,-18.600000000000001,0.41999999999999998,0,0.29999999999999999,Winter,No Holiday,Yes
03/02/2018,144,10,-8.5,43,4,1797,-18.800000000000001,1.0900000000000001,0,0.20000000000000001,Winter,No Holiday,Yes
03/02/2018,195,11,-7.7000000000000002,41,4.5999999999999996,1984,-18.699999999999999,1.6499999999999999,0,0.20000000000000001,Winter,No Holiday,Yes
03/02/2018,192,12,-6,38,3.3999999999999999,1930,-18,2.04,0,0,Winter,No Holiday,Yes
03/02/2018,229,13,-5.7999999999999998,38,3.7000000000000002,1961,-17.800000000000001,2.25,0,0,Winter,No Holiday,Yes
03/02/2018,196,14,-5,31,4,2000,-19.5,2.1800000000000002,0,0,Winter,No Holiday,Yes
03/02/2018,210,15,-4.5,31,4.2999999999999998,1979,-19.100000000000001,1.9099999999999999,0,0,Winter,No Holiday,Yes
03/02/2018,205,16,-4.2000000000000002,31,3.5,1974,-18.800000000000001,1.4199999999999999,0,0,Winter,No Holiday,Yes
03/02/2018,211,17,-5.5999999999999996,32,4.5999999999999996,2000,-19.699999999999999,0.53000000000000003,0,0,Winter,No Holiday,Yes
03/02/2018,175,18,-6.5999999999999996,36,4.4000000000000004,2000,-19.199999999999999,0.14999999999999999,0,0,Winter,No Holiday,Yes
03/02/2018,135,19,-7.5999999999999996,32,4.7999999999999998,2000,-21.399999999999999,0,0,0,Winter,No Holiday,Yes
03/02/2018,109,20,-8.5,31,4.0999999999999996,2000,-22.600000000000001,0,0,0,Winter,No Holiday,Yes
03/02/2018,107,21,-9.0999999999999996,38,2.7000000000000002,2000,-20.800000000000001,0,0,0,Winter,No Holiday,Yes
03/02/2018,92,22,-9.6999999999999993,45,3,2000,-19.399999999999999,0,0,0,Winter,No Holiday,Yes
03/02/2018,91,23,-10,48,2.6000000000000001,2000,-18.899999999999999,0,0,0,Winter,No Holiday,Yes
04/02/2018,98,0,-10.4,49,2.3999999999999999,2000,-19,0,0,0,Winter,No Holiday,Yes
04/02/2018,90,1,-10.5,48,3.1000000000000001,2000,-19.399999999999999,0,0,0,Winter,No Holiday,Yes
04/02/2018,60,2,-10.5,49,2,2000,-19.100000000000001,0,0,0,Winter,No Holiday,Yes
04/02/2018,54,3,-10.6,47,3.7000000000000002,2000,-19.699999999999999,0,0,0,Winter,No Holiday,Yes
04/02/2018,35,4,-11.199999999999999,47,2.2999999999999998,2000,-20.300000000000001,0,0,0,Winter,No Holiday,Yes
04/02/2018,21,5,-11.5,51,3.2999999999999998,1996,-19.600000000000001,0,0,0,Winter,No Holiday,Yes
04/02/2018,23,6,-11.800000000000001,54,2.3999999999999999,1917,-19.199999999999999,0,0,0,Winter,No Holiday,Yes
04/02/2018,34,7,-12.4,54,2.5,1790,-19.800000000000001,0,0,0,Winter,No Holiday,Yes
04/02/2018,70,8,-12.800000000000001,56,2.3999999999999999,1507,-19.699999999999999,0.02,0,0,Winter,No Holiday,Yes
04/02/2018,97,9,-12.4,51,3.7999999999999998,1415,-20.399999999999999,0.38,0,0,Winter,No Holiday,Yes
04/02/2018,103,10,-11.199999999999999,43,3.5,1359,-21.300000000000001,1.04,0,0,Winter,No Holiday,Yes
04/02/2018,115,11,-9.6999999999999993,37,2.7999999999999998,1436,-21.600000000000001,1.5700000000000001,0,0,Winter,No Holiday,Yes
04/02/2018,165,12,-8.3000000000000007,32,1.8,1295,-22.100000000000001,1.99,0,0,Winter,No Holiday,Yes
04/02/2018,152,13,-8.3000000000000007,34,4,1561,-21.399999999999999,2.2200000000000002,0,0,Winter,No Holiday,Yes
04/02/2018,177,14,-7.4000000000000004,33,4,1713,-20.899999999999999,2.1699999999999999,0,0,Winter,No Holiday,Yes
04/02/2018,190,15,-6.4000000000000004,30,4.9000000000000004,1939,-21.100000000000001,1.8899999999999999,0,0,Winter,No Holiday,Yes
04/02/2018,181,16,-5.4000000000000004,29,3.6000000000000001,1979,-20.600000000000001,1.3999999999999999,0,0,Winter,No Holiday,Yes
04/02/2018,184,17,-5.9000000000000004,27,3.6000000000000001,1974,-21.899999999999999,0.81000000000000005,0,0,Winter,No Holiday,Yes
04/02/2018,154,18,-7,26,4.0999999999999996,2000,-23.300000000000001,0.16,0,0,Winter,No Holiday,Yes
04/02/2018,124,19,-7.7000000000000002,31,3.2999999999999998,2000,-21.899999999999999,0,0,0,Winter,No Holiday,Yes
04/02/2018,98,20,-8.1999999999999993,28,3.5,2000,-23.5,0,0,0,Winter,No Holiday,Yes
04/02/2018,107,21,-8.9000000000000004,35,3.2000000000000002,2000,-21.600000000000001,0,0,0,Winter,No Holiday,Yes
04/02/2018,78,22,-9.6999999999999993,45,1.3,2000,-19.399999999999999,0,0,0,Winter,No Holiday,Yes
04/02/2018,77,23,-10.300000000000001,48,2,2000,-19.199999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,82,0,-10.5,52,2.3999999999999999,2000,-18.399999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,52,1,-11.199999999999999,54,1,2000,-18.600000000000001,0,0,0,Winter,No Holiday,Yes
05/02/2018,39,2,-11.199999999999999,55,1.5,2000,-18.399999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,33,3,-11.300000000000001,54,0.59999999999999998,2000,-18.699999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,20,4,-11.699999999999999,51,1.2,2000,-19.800000000000001,0,0,0,Winter,No Holiday,Yes
05/02/2018,37,5,-11.6,45,2.3999999999999999,2000,-21.100000000000001,0,0,0,Winter,No Holiday,Yes
05/02/2018,110,6,-11.5,40,2.2999999999999998,2000,-22.399999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,227,7,-11.6,44,1.6000000000000001,2000,-21.399999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,433,8,-11.5,40,2.7999999999999998,2000,-22.399999999999999,0.02,0,0,Winter,No Holiday,Yes
05/02/2018,216,9,-11.1,38,2.3999999999999999,1945,-22.600000000000001,0.42999999999999999,0,0,Winter,No Holiday,Yes
05/02/2018,123,10,-9.5999999999999996,32,3.7000000000000002,2000,-23.199999999999999,1.1399999999999999,0,0,Winter,No Holiday,Yes
05/02/2018,156,11,-8.5,27,4.7000000000000002,1894,-24.199999999999999,1.73,0,0,Winter,No Holiday,Yes
05/02/2018,157,12,-7.7999999999999998,28,4.0999999999999996,2000,-23.100000000000001,2.1200000000000001,0,0,Winter,No Holiday,Yes
05/02/2018,169,13,-7,25,4.2000000000000002,1999,-23.699999999999999,2.29,0,0,Winter,No Holiday,Yes
05/02/2018,170,14,-6.4000000000000004,24,4.5999999999999996,1970,-23.699999999999999,2.23,0,0,Winter,No Holiday,Yes
05/02/2018,169,15,-5.7000000000000002,25,4.4000000000000004,1995,-22.600000000000001,1.9399999999999999,0,0,Winter,No Holiday,Yes
05/02/2018,199,16,-5.4000000000000004,25,3.3999999999999999,1985,-22.300000000000001,1.4399999999999999,0,0,Winter,No Holiday,Yes
05/02/2018,225,17,-6.4000000000000004,28,4.5,2000,-21.899999999999999,0.81000000000000005,0,0,Winter,No Holiday,Yes
05/02/2018,388,18,-7.5999999999999996,29,3.5,2000,-22.600000000000001,0.16,0,0,Winter,No Holiday,Yes
05/02/2018,246,19,-8.3000000000000007,29,4.0999999999999996,2000,-23.199999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,206,20,-9.0999999999999996,35,3.7999999999999998,2000,-21.699999999999999,0,0,0,Winter,No Holiday,Yes
05/02/2018,177,21,-9.8000000000000007,41,3.8999999999999999,1949,-20.600000000000001,0,0,0,Winter,No Holiday,Yes
05/02/2018,183,22,-10.300000000000001,43,3.7000000000000002,1876,-20.5,0,0,0,Winter,No Holiday,Yes
05/02/2018,115,23,-10.5,47,2.7999999999999998,1794,-19.600000000000001,0,0,0,Winter,No Holiday,Yes
06/02/2018,126,0,-10.6,47,3.5,1803,-19.699999999999999,0,0,0,Winter,No Holiday,Yes
06/02/2018,87,1,-10.9,36,3.2999999999999998,2000,-23,0,0,0,Winter,No Holiday,Yes
06/02/2018,59,2,-11.199999999999999,36,2.8999999999999999,1981,-23.300000000000001,0,0,0,Winter,No Holiday,Yes
06/02/2018,36,3,-11.6,35,3.2000000000000002,1992,-24,0,0,0,Winter,No Holiday,Yes
06/02/2018,32,4,-12,36,2.7000000000000002,1998,-24,0,0,0,Winter,No Holiday,Yes
06/02/2018,40,5,-12.300000000000001,37,2.8999999999999999,2000,-24,0,0,0,Winter,No Holiday,Yes
06/02/2018,94,6,-12.5,40,3.3999999999999999,1991,-23.300000000000001,0,0,0,Winter,No Holiday,Yes
06/02/2018,213,7,-12.699999999999999,41,3.7000000000000002,1982,-23.199999999999999,0,0,0,Winter,No Holiday,Yes
06/02/2018,438,8,-12.699999999999999,41,3.1000000000000001,2000,-23.199999999999999,0.02,0,0,Winter,No Holiday,Yes
06/02/2018,217,9,-12.300000000000001,39,3.7000000000000002,1984,-23.399999999999999,0.45000000000000001,0,0,Winter,No Holiday,Yes
06/02/2018,128,10,-11.300000000000001,35,4.2000000000000002,1848,-23.699999999999999,1.1499999999999999,0,0,Winter,No Holiday,Yes
06/02/2018,175,11,-9.9000000000000004,32,3.2999999999999998,1863,-23.5,1.72,0,0,Winter,No Holiday,Yes
06/02/2018,172,12,-8.1999999999999993,31,2.7000000000000002,1858,-22.300000000000001,2.0899999999999999,0,0,Winter,No Holiday,Yes
06/02/2018,165,13,-7.5,28,4.2999999999999998,1904,-22.899999999999999,2.2999999999999998,0,0,Winter,No Holiday,Yes
06/02/2018,147,14,-7,26,4.4000000000000004,1986,-23.300000000000001,2.2400000000000002,0,0,Winter,No Holiday,Yes
06/02/2018,171,15,-5.9000000000000004,25,3.1000000000000001,1936,-22.800000000000001,1.9299999999999999,0,0,Winter,No Holiday,Yes
06/02/2018,175,16,-5.9000000000000004,24,3.5,2000,-23.199999999999999,1.4399999999999999,0,0,Winter,No Holiday,Yes
06/02/2018,227,17,-6.5999999999999996,29,2.5,2000,-21.699999999999999,0.68000000000000005,0,0,Winter,No Holiday,Yes
06/02/2018,392,18,-7.5999999999999996,36,3.2999999999999998,2000,-20.100000000000001,0.11,0,0,Winter,No Holiday,Yes
06/02/2018,251,19,-8.4000000000000004,37,4,2000,-20.5,0,0,0,Winter,No Holiday,Yes
06/02/2018,193,20,-9.5999999999999996,34,2.6000000000000001,2000,-22.5,0,0,0,Winter,No Holiday,Yes
06/02/2018,175,21,-10.6,39,3.1000000000000001,2000,-21.899999999999999,0,0,0,Winter,No Holiday,Yes
06/02/2018,169,22,-11.1,43,1.8,1960,-21.199999999999999,0,0,0,Winter,No Holiday,Yes
06/02/2018,106,23,-11.800000000000001,46,1.1000000000000001,1860,-21.100000000000001,0,0,0,Winter,No Holiday,Yes
07/02/2018,116,0,-12.300000000000001,47,0.40000000000000002,1848,-21.300000000000001,0,0,0,Winter,No Holiday,Yes
07/02/2018,96,1,-12.300000000000001,47,1.8999999999999999,1837,-21.300000000000001,0,0,0,Winter,No Holiday,Yes
07/02/2018,83,2,-12.5,50,1,1722,-20.800000000000001,0,0,0,Winter,No Holiday,Yes
07/02/2018,51,3,-12.5,49,1.5,1885,-21,0,0,0,Winter,No Holiday,Yes
07/02/2018,34,4,-13.1,54,0.69999999999999996,1369,-20.399999999999999,0,0,0,Winter,No Holiday,Yes
07/02/2018,45,5,-13,53,0.69999999999999996,1810,-20.5,0,0,0,Winter,No Holiday,Yes
07/02/2018,92,6,-13.199999999999999,50,0.5,1873,-21.399999999999999,0,0,0,Winter,No Holiday,Yes
07/02/2018,214,7,-13.199999999999999,56,0.90000000000000002,1665,-20.100000000000001,0,0,0,Winter,No Holiday,Yes
07/02/2018,469,8,-13.300000000000001,60,0.59999999999999998,1598,-19.399999999999999,0.02,0,0,Winter,No Holiday,Yes
07/02/2018,237,9,-12,50,1.3,1523,-20.300000000000001,0.42999999999999999,0,0,Winter,No Holiday,Yes
07/02/2018,155,10,-9.5999999999999996,39,0.69999999999999996,1580,-21,1.0600000000000001,0,0,Winter,No Holiday,Yes
07/02/2018,176,11,-7,28,3.2999999999999998,1829,-22.399999999999999,1.5600000000000001,0,0,Winter,No Holiday,Yes
07/02/2018,188,12,-6,24,2.6000000000000001,1964,-23.300000000000001,1.97,0,0,Winter,No Holiday,Yes
07/02/2018,228,13,-4.5,23,2.6000000000000001,1937,-22.5,2.1200000000000001,0,0,Winter,No Holiday,Yes
07/02/2018,199,14,-3.5,20,1.5,1976,-23.199999999999999,2.02,0,0,Winter,No Holiday,Yes
07/02/2018,221,15,-2.1000000000000001,20,2.2999999999999998,1961,-22.100000000000001,1.8700000000000001,0,0,Winter,No Holiday,Yes
07/02/2018,240,16,-1.7,18,2,1919,-22.899999999999999,1.4099999999999999,0,0,Winter,No Holiday,Yes
07/02/2018,320,17,-2.2999999999999998,20,2.2000000000000002,1994,-22.199999999999999,0.77000000000000002,0,0,Winter,No Holiday,Yes
07/02/2018,448,18,-4,27,2.5,2000,-20.199999999999999,0.16,0,0,Winter,No Holiday,Yes
07/02/2018,280,19,-5.2000000000000002,33,2.6000000000000001,2000,-19,0,0,0,Winter,No Holiday,Yes
07/02/2018,218,20,-5.7999999999999998,44,2.1000000000000001,1994,-16.100000000000001,0,0,0,Winter,No Holiday,Yes
07/02/2018,223,21,-6.2999999999999998,48,2.2000000000000002,1965,-15.5,0,0,0,Winter,No Holiday,Yes
07/02/2018,200,22,-6.7999999999999998,50,1.7,1856,-15.5,0,0,0,Winter,No Holiday,Yes
07/02/2018,164,23,-7.5999999999999996,50,1,1839,-16.199999999999999,0,0,0,Winter,No Holiday,Yes
08/02/2018,136,0,-8.1999999999999993,50,1.1000000000000001,1850,-16.800000000000001,0,0,0,Winter,No Holiday,Yes
08/02/2018,126,1,-8.5,60,1.2,1908,-14.800000000000001,0,0,0,Winter,No Holiday,Yes
08/02/2018,103,2,-8.3000000000000007,65,0.40000000000000002,1750,-13.699999999999999,0,0,0,Winter,No Holiday,Yes
08/02/2018,57,3,-8.5999999999999996,64,0.90000000000000002,1754,-14.1,0,0,0,Winter,No Holiday,Yes
08/02/2018,46,4,-9,54,0.59999999999999998,1833,-16.600000000000001,0,0,0,Winter,No Holiday,Yes
08/02/2018,39,5,-9,56,0.40000000000000002,1678,-16.100000000000001,0,0,0,Winter,No Holiday,Yes
08/02/2018,99,6,-9.3000000000000007,61,0.69999999999999996,1684,-15.4,0,0,0,Winter,No Holiday,Yes
08/02/2018,255,7,-9.5999999999999996,67,1,1503,-14.5,0,0,0,Winter,No Holiday,Yes
08/02/2018,507,8,-9.6999999999999993,65,0.80000000000000004,1508,-15,0.02,0,0,Winter,No Holiday,Yes
08/02/2018,270,9,-8.5,55,1,1482,-15.9,0.40000000000000002,0,0,Winter,No Holiday,Yes
08/02/2018,160,10,-6.2999999999999998,46,1.3,1346,-16,1.01,0,0,Winter,No Holiday,Yes
08/02/2018,217,11,-3.1000000000000001,39,1.2,1495,-15.1,1.54,0,0,Winter,No Holiday,Yes
08/02/2018,253,12,-1.5,35,1.2,1551,-15,1.8999999999999999,0,0,Winter,No Holiday,Yes
08/02/2018,270,13,0.29999999999999999,30,1.3999999999999999,1697,-15.199999999999999,2.1099999999999999,0,0,Winter,No Holiday,Yes
08/02/2018,253,14,0.90000000000000002,25,2.3999999999999999,1730,-16.899999999999999,2.0899999999999999,0,0,Winter,No Holiday,Yes
08/02/2018,286,15,1.3999999999999999,25,2.2000000000000002,1686,-16.5,1.8100000000000001,0,0,Winter,No Holiday,Yes
08/02/2018,284,16,2,25,2.2999999999999998,1755,-16,1.3,0,0,Winter,No Holiday,Yes
08/02/2018,337,17,1.5,24,1.8999999999999999,1788,-16.899999999999999,0.71999999999999997,0,0,Winter,No Holiday,Yes
08/02/2018,564,18,-0.5,26,1.7,1999,-17.699999999999999,0.14999999999999999,0,0,Winter,No Holiday,Yes
08/02/2018,378,19,-1.8,35,1.3999999999999999,1558,-15.199999999999999,0,0,0,Winter,No Holiday,Yes
08/02/2018,277,20,-2.7999999999999998,40,1.5,1593,-14.5,0,0,0,Winter,No Holiday,Yes
08/02/2018,268,21,-3.2999999999999998,42,1.1000000000000001,1596,-14.4,0,0,0,Winter,No Holiday,Yes
08/02/2018,233,22,-3.8999999999999999,41,0.40000000000000002,1462,-15.199999999999999,0,0,0,Winter,No Holiday,Yes
08/02/2018,195,23,-4.2999999999999998,44,0.69999999999999996,1247,-14.699999999999999,0,0,0,Winter,No Holiday,Yes
09/02/2018,178,0,-4.5999999999999996,38,0.10000000000000001,1551,-16.699999999999999,0,0,0,Winter,No Holiday,Yes
09/02/2018,159,1,-4.7999999999999998,44,1.1000000000000001,1432,-15.199999999999999,0,0,0,Winter,No Holiday,Yes
09/02/2018,107,2,-5.0999999999999996,47,0.90000000000000002,1460,-14.6,0,0,0,Winter,No Holiday,Yes
09/02/2018,78,3,-5.2000000000000002,48,0.69999999999999996,1309,-14.5,0,0,0,Winter,No Holiday,Yes
09/02/2018,46,4,-4.4000000000000004,47,0.90000000000000002,1343,-14,0,0,0,Winter,No Holiday,Yes
09/02/2018,36,5,-4.2000000000000002,44,1.1000000000000001,1196,-14.6,0,0,0,Winter,No Holiday,Yes
09/02/2018,117,6,-4,41,0.80000000000000004,1242,-15.300000000000001,0,0,0,Winter,No Holiday,Yes
09/02/2018,273,7,-3.6000000000000001,42,0.90000000000000002,1258,-14.6,0,0,0,Winter,No Holiday,Yes
09/02/2018,589,8,-3.2999999999999998,39,0.90000000000000002,1279,-15.300000000000001,0.02,0,0,Winter,No Holiday,Yes
09/02/2018,308,9,-2.3999999999999999,36,1.2,1276,-15.4,0.20000000000000001,0,0,Winter,No Holiday,Yes
09/02/2018,199,10,-1.3,34,0.5,1192,-15.1,0.32000000000000001,0,0,Winter,No Holiday,Yes
09/02/2018,238,11,-0.20000000000000001,31,0.80000000000000004,1269,-15.300000000000001,0.5,0,0,Winter,No Holiday,Yes
09/02/2018,260,12,1.6000000000000001,28,0.5,1193,-14.9,0.88,0,0,Winter,No Holiday,Yes
09/02/2018,268,13,2.6000000000000001,27,0.80000000000000004,1120,-14.5,0.81999999999999995,0,0,Winter,No Holiday,Yes
09/02/2018,283,14,4,25,0.90000000000000002,1009,-14.300000000000001,1.0600000000000001,0,0,Winter,No Holiday,Yes
09/02/2018,315,15,5,24,1,1037,-13.9,1.1599999999999999,0,0,Winter,No Holiday,Yes
09/02/2018,319,16,6,28,1.7,1183,-11.1,1.03,0,0,Winter,No Holiday,Yes
09/02/2018,422,17,4.7999999999999998,38,3,1582,-8.3000000000000007,0.46999999999999997,0,0,Winter,No Holiday,Yes
09/02/2018,659,18,4.0999999999999996,40,2.1000000000000001,1327,-8.3000000000000007,0.10000000000000001,0,0,Winter,No Holiday,Yes
09/02/2018,407,19,3.2999999999999998,58,1.7,1024,-4.0999999999999996,0,0,0,Winter,No Holiday,Yes
09/02/2018,308,20,3,61,1.8999999999999999,842,-3.7999999999999998,0,0,0,Winter,No Holiday,Yes
09/02/2018,243,21,2.8999999999999999,63,1,786,-3.3999999999999999,0,0,0,Winter,No Holiday,Yes
09/02/2018,263,22,2.5,66,1.1000000000000001,759,-3.2000000000000002,0,0,0,Winter,No Holiday,Yes
09/02/2018,193,23,2,70,0.69999999999999996,689,-2.8999999999999999,0,0,0,Winter,No Holiday,Yes
10/02/2018,197,0,1.5,71,1.1000000000000001,590,-3.1000000000000001,0,0,0,Winter,No Holiday,Yes
10/02/2018,237,1,1.7,71,1.2,584,-3,0,0,0,Winter,No Holiday,Yes
10/02/2018,169,2,1.8999999999999999,71,1.5,584,-2.7999999999999998,0,0,0,Winter,No Holiday,Yes
10/02/2018,145,3,2,71,1.2,534,-2.7000000000000002,0,0,0,Winter,No Holiday,Yes
10/02/2018,79,4,1.8999999999999999,74,1.2,514,-2.2000000000000002,0,0,0,Winter,No Holiday,Yes
10/02/2018,41,5,1.8,75,2,484,-2.1000000000000001,0,0,0,Winter,No Holiday,Yes
10/02/2018,48,6,1.6000000000000001,78,1.6000000000000001,448,-1.8,0,0,0,Winter,No Holiday,Yes
10/02/2018,97,7,1.6000000000000001,81,1.3999999999999999,393,-1.3,0,0,0,Winter,No Holiday,Yes
10/02/2018,188,8,1.6000000000000001,82,1.3,349,-1.1000000000000001,0.01,0,0,Winter,No Holiday,Yes
10/02/2018,222,9,1.6000000000000001,78,2,260,-1.8,0.17000000000000001,0,0,Winter,No Holiday,Yes
10/02/2018,223,10,1.8,73,2.7999999999999998,270,-2.5,0.68999999999999995,0,0,Winter,No Holiday,Yes
10/02/2018,235,11,2.6000000000000001,62,2.8999999999999999,294,-3.8999999999999999,1.1200000000000001,0,0,Winter,No Holiday,Yes
10/02/2018,248,12,2.8999999999999999,53,4.7000000000000002,354,-5.7000000000000002,1.3700000000000001,0,0,Winter,No Holiday,Yes
10/02/2018,296,13,2.7999999999999998,31,4,967,-12.6,1.4199999999999999,0,0,Winter,No Holiday,Yes
10/02/2018,286,14,2.2000000000000002,24,4.5,1700,-16.300000000000001,1.6599999999999999,0,0,Winter,No Holiday,Yes
10/02/2018,277,15,2,20,4.0999999999999996,1942,-18.600000000000001,1.49,0,0,Winter,No Holiday,Yes
